Category,Data
query_cache_size2,"[661.057, 571.037, 588.196, 520.845, 496.37, 380.11, 346.148, 324.228, 295.326, 259.813, 205.783, 186.79, 134.564, 131.476, 134.303, 136.94, 134.927, 132.56, 136.767, 133.671, 132.998, 133.311, 136.352, 133.046, 132.23, 132.159, 132.298, 136.854]"
query_cache_size2,"[1421.292, 1338.016, 1319.84, 1106.552, 1010.879, 1000.998, 746.543, 723.399, 548.447, 470.907, 281.78, 197.768, 70.619, 71.309, 71.609, 71.629, 71.633, 69.636, 69.279, 70.404, 70.512, 70.976, 71.735, 69.789, 70.073, 70.334, 71.366, 71.849]"
query_cache_size2,"[1475.252, 1395.717, 1381.459, 1243.058, 1019.345, 949.65, 788.856, 738.559, 586.923, 403.564, 278.387, 196.773, 62.98, 64.208, 63.786, 63.904, 61.673, 62.407, 63.208, 61.891, 63.527, 64.182, 64.056, 62.389, 61.8, 63.329, 63.028, 61.862]"
query_cache_size2,"[1436.275, 1295.438, 1158.878, 1094.298, 1058.974, 979.248, 806.761, 615.064, 583.276, 414.395, 297.683, 196.745, 71.889, 71.911, 72.129, 70.647, 71.282, 70.169, 71.772, 72.568, 70.938, 73.03, 71.533, 71.383, 73.402, 72.928, 71.221, 72.557]"
query_cache_size2,"[1417.893, 1276.025, 1203.092, 1119.869, 1092.458, 990.81, 817.252, 648.998, 572.727, 427.33, 337.645, 178.72, 67.092, 67.745, 66.421, 65.769, 67.442, 66.974, 66.105, 67.437, 68.385, 67.377, 66.99, 66.07, 67.742, 65.633, 65.482, 68.522]"
query_cache_size2,"[1658.69, 1385.531, 1205.334, 1138.818, 1060.973, 828.786, 791.844, 721.802, 610.23, 467.819, 288.503, 198.612, 62.658, 63.195, 63.221, 61.738, 63.953, 63.795, 61.319, 63.357, 63.935, 63.091, 61.259, 63.063, 63.735, 62.732, 62.064, 62.678]"
query_cache_size3,"[0, 50176, 51200, 52224, 54272, 58368, 66560, 82944, 115712, 181248, 312320, 574464, 1098752, 2147328, 4244480, 8438784, 16827392, 33604608, 67159040, 134267904, 268485632, 536921088, 1073792000, 2147533824, 4295017472, 8589984768, 17179919360, 34359738368]"
query_cache_size3,"[168.543, 151.581, 145.143, 131.507, 130.679, 127.892, 114.837, 96.718, 74.022, 72.453, 59.596, 49.409, 33.91, 33.569, 33.56, 33.414, 33.929, 33.868, 33.075, 34.159, 33.478, 34.265, 33.466, 33.113, 33.844, 33.379, 33.318, 33.276]"
query_cache_size3,"[165.483, 150.897, 148.128, 135.79, 118.234, 109.531, 105.173, 82.676, 75.608, 75.157, 57.949, 41.011, 36.322, 36.173, 35.856, 36.297, 36.316, 36.473, 35.494, 36.261, 36.171, 36.585, 36.563, 35.869, 36.406, 35.98, 35.719, 36.631]"
query_cache_size3,"[182.844, 154.853, 142.444, 136.953, 124.83, 112.843, 107.168, 99.866, 88.386, 69.198, 54.711, 39.807, 34.594, 34.021, 34.945, 33.883, 34.423, 34.448, 34.398, 34.752, 34.096, 33.985, 33.939, 33.857, 34.503, 33.973, 34.071, 33.941]"
query_cache_size3,"[176.951, 169.077, 147.387, 138.666, 137.656, 114.008, 106.322, 94.7, 73.748, 60.597, 56.107, 43.603, 32.699, 31.891, 32.45, 32.408, 32.144, 32.495, 32.159, 32.627, 32.147, 32.888, 32.061, 32.621, 32.411, 32.63, 32.526, 32.393]"
query_cache_size3,"[156.058, 146.903, 142.334, 133.669, 117.712, 115.661, 110.453, 90.434, 77.879, 59.931, 59.805, 41.189, 30.762, 30.042, 30.999, 30.614, 30.765, 30.847, 30.374, 31.044, 30.83, 30.846, 30.186, 30.834, 30.909, 31.035, 30.895, 30.116]"
query_cache_size3,"[609.38, 596.997, 591.045, 456.312, 434.677, 430.089, 378.301, 310.75, 304.036, 240.105, 206.977, 188.163, 132.808, 130.185, 133.913, 131.015, 131.712, 134.184, 129.971, 133.917, 129.602, 132.925, 132.757, 133.171, 129.555, 133.276, 132.902, 134.265]"
query_cache_size3,"[643.207, 530.568, 527.778, 505.932, 451.124, 420.145, 390.804, 332.294, 307.895, 256.036, 220.059, 158.126, 129.955, 130.078, 127.729, 127.691, 126.835, 130.744, 130.539, 128.167, 127.506, 127.382, 127.685, 127.452, 129.804, 129.212, 127.553, 128.504]"
query_cache_size3,"[636.199, 603.52, 532.64, 460.435, 455.095, 454.085, 409.031, 346.062, 315.445, 250.475, 204.978, 195.569, 138.34, 137.218, 135.282, 135.603, 136.156, 136.798, 138.265, 135.344, 138.043, 136.77, 138.231, 139.356, 137.527, 136.809, 137.14, 136.115]"
query_cache_size3,"[571.485, 530.345, 520.911, 468.119, 447.453, 425.541, 348.02, 331.791, 286.5, 276.323, 199.458, 165.844, 149.192, 146.296, 146.249, 147.085, 146.512, 148.59, 150.352, 149.073, 147.64, 149.513, 149.678, 147.995, 148.45, 148.923, 149.68, 149.206]"
query_cache_size3,"[600.88, 551.851, 505.568, 470.587, 456.934, 416.321, 398.163, 304.505, 291.087, 264.21, 195.592, 182.739, 123.807, 121.128, 125.131, 122.653, 124.948, 121.29, 121.562, 124.922, 123.965, 122.016, 121.131, 123.151, 124.37, 121.082, 124.34, 122.073]"
query_cache_size3,"[1665.973, 1307.816, 1293.91, 1156.272, 1049.447, 1037.823, 889.234, 771.44, 598.446, 527.004, 360.532, 222.95, 135.218, 133.715, 132.712, 135.799, 136.001, 132.223, 136.453, 136.606, 133.499, 135.309, 134.3, 132.228, 133.147, 134.966, 136.596, 135.32]"
query_cache_size3,"[1747.836, 1587.271, 1381.103, 1311.077, 1078.251, 947.11, 937.058, 659.956, 580.447, 540.269, 335.973, 230.734, 138.706, 138.047, 136.535, 137.833, 139.954, 139.085, 138.546, 137.197, 139.856, 137.315, 135.961, 138.323, 136.619, 138.121, 136.168, 138.555]"
query_cache_size3,"[1575.532, 1426.904, 1244.991, 1146.738, 1031.399, 900.53, 770.087, 647.495, 575.169, 530.571, 324.305, 237.448, 131.418, 131.931, 129.158, 132.172, 129.895, 130.705, 132.261, 132.515, 130.085, 132.222, 131.175, 132.604, 130.595, 129.066, 132.856, 131.659]"
query_cache_size3,"[1500.321, 1417.134, 1405.609, 1351.355, 1136.985, 941.606, 794.074, 760.331, 569.027, 460.365, 392.907, 225.009, 115.295, 112.891, 113.159, 115.073, 114.332, 113.842, 116.138, 113.44, 115.46, 114.968, 115.769, 113.93, 115.58, 116.176, 115.165, 113.593]"
query_cache_size3,"[1409.892, 1301.587, 1265.133, 1144.302, 1037.12, 978.162, 782.224, 646.011, 570.148, 509.378, 376.053, 234.769, 125.833, 123.673, 123.49, 127.073, 124.477, 123.856, 124.233, 123.392, 123.161, 124.875, 125.744, 123.232, 123.512, 123.221, 126.06, 126.437]"
sort_buffer_size1,"[32768, 33792, 34816, 36864, 40960, 49152, 65536, 98304, 163840, 294912, 557056, 1081344, 2129920, 4227072, 8421376, 16809984, 33587200, 67141632, 134250496, 268468224, 536903680, 1073774592, 2147516416, 4294967295]"
sort_buffer_size1,"[1.223, 9.296, 14.715, 20.188, 35.183, 29.862, 53.651, 42.741, 47.361, 53.563, 89.962, 91.156, 89.33, 97.579, 100.551, 83.185, 141.709, 130.368, 120.874, 120.741, 121.809, 121.964, 121.118, 122.031]"
sort_buffer_size1,"[1.3, 10.1, 11.955, 19.256, 30.57, 41.825, 38.44, 59.847, 67.279, 74.284, 83.636, 97.114, 108.88, 120.908, 85.871, 109.685, 147.909, 148.928, 122.356, 117.113, 118.607, 121.946, 118.796, 118.459]"
sort_buffer_size1,"[1.225, 10.118, 18.544, 19.784, 34.804, 28.302, 43.295, 50.363, 70.542, 55.132, 79.985, 70.779, 78.772, 100.383, 115.705, 84.389, 118.964, 135.08, 118.264, 122.099, 122.102, 120.406, 118.547, 119.27]"
sort_buffer_size1,"[0.907, 8.0, 12.297, 18.137, 26.128, 44.089, 39.341, 45.769, 73.198, 66.737, 65.79, 89.765, 84.779, 84.846, 110.886, 135.891, 111.818, 98.845, 117.392, 119.594, 118.46, 120.321, 118.365, 121.686]"
sort_buffer_size1,"[1.03, 10.046, 17.092, 18.539, 31.556, 32.707, 45.858, 61.274, 73.723, 70.995, 90.639, 103.037, 69.102, 75.753, 116.233, 87.83, 145.39, 99.062, 120.847, 119.213, 117.203, 120.217, 118.288, 120.128]"
sort_buffer_size1,"[1.37, 9.532, 27.646, 35.448, 36.565, 56.621, 79.811, 66.192, 104.007, 119.61, 90.36, 100.241, 108.056, 158.443, 115.564, 154.872, 153.351, 190.799, 175.107, 173.757, 171.7, 174.162, 171.852, 173.804]"
sort_buffer_size1,"[1.762, 15.675, 23.758, 38.499, 40.429, 54.929, 67.62, 85.63, 108.348, 109.966, 96.027, 142.081, 126.484, 164.162, 176.874, 149.234, 150.051, 198.638, 175.2, 172.291, 174.317, 174.888, 178.736, 176.653]"
sort_buffer_size1,"[1.774, 12.683, 25.58, 32.714, 49.391, 48.179, 57.058, 92.938, 82.62, 92.756, 120.761, 123.259, 150.116, 128.36, 151.155, 149.539, 133.384, 211.915, 176.653, 175.243, 175.159, 173.415, 178.111, 173.245]"
sort_buffer_size1,"[1.931, 13.824, 20.001, 42.519, 51.145, 45.451, 74.373, 57.418, 97.364, 90.071, 119.577, 98.308, 128.043, 168.745, 117.703, 135.995, 201.305, 163.646, 172.693, 171.079, 174.033, 177.466, 178.948, 176.601]"
sort_buffer_size1,"[1.909, 13.204, 26.072, 33.98, 46.731, 60.737, 59.047, 74.681, 91.402, 101.566, 91.163, 115.448, 115.112, 169.225, 138.991, 136.796, 204.697, 169.932, 172.276, 178.367, 175.194, 173.249, 171.205, 177.954]"
sort_buffer_size1,"[1.514, 15.753, 34.123, 33.815, 70.155, 86.445, 64.321, 105.439, 133.385, 134.301, 119.589, 190.408, 161.101, 195.672, 171.507, 221.741, 261.613, 286.074, 223.12, 231.821, 222.286, 221.5, 230.636, 229.13]"
sort_buffer_size1,"[2.335, 17.432, 25.615, 33.349, 64.485, 77.809, 106.736, 114.75, 136.58, 143.987, 140.641, 178.212, 173.747, 213.385, 173.04, 266.021, 216.778, 266.197, 222.587, 221.637, 230.033, 227.396, 228.149, 228.977]"
sort_buffer_size1,"[1.662, 19.64, 33.604, 34.821, 50.174, 57.625, 90.67, 122.01, 111.713, 105.132, 136.292, 142.685, 146.534, 143.591, 229.92, 201.662, 245.272, 190.529, 230.612, 228.982, 229.094, 231.539, 223.512, 223.959]"
sort_buffer_size1,"[2.275, 18.037, 25.594, 37.203, 62.543, 89.645, 103.041, 88.279, 85.134, 122.331, 134.608, 160.552, 163.591, 218.893, 171.399, 223.069, 239.099, 181.719, 227.851, 231.798, 222.919, 226.051, 227.254, 226.041]"
sort_buffer_size1,"[1.511, 16.375, 35.568, 43.019, 43.598, 82.511, 93.585, 98.545, 94.981, 150.578, 160.872, 132.314, 198.342, 186.42, 222.668, 252.591, 216.941, 301.117, 227.664, 231.045, 224.173, 229.077, 227.842, 227.415]"
read_buffer_size1,"[8200, 9224, 10248, 12296, 16392, 24584, 40968, 73736, 139272, 270344, 532488, 1056776, 2105352, 4202504, 8396808, 16785416, 33562632, 67117064, 134225928, 268443656, 536879112, 1073750024, 2147479552]"
read_buffer_size1,"[18.697, 17.913, 17.577, 17.355, 16.836, 15.913, 15.713, 14.9, 14.766, 14.166, 13.557, 13.299, 12.731, 12.207, 11.693, 11.396, 10.748, 10.473, 10.643, 10.601, 10.487, 10.489, 10.561]"
read_buffer_size1,"[18.961, 18.089, 18.023, 17.402, 16.869, 16.375, 15.58, 15.276, 14.502, 14.44, 14.047, 13.458, 12.526, 12.247, 11.806, 11.188, 10.835, 10.557, 10.409, 10.361, 10.458, 10.765, 10.478]"
read_buffer_size1,"[18.375, 18.335, 17.448, 17.147, 16.606, 16.289, 15.819, 14.934, 14.424, 14.137, 13.688, 13.021, 13.057, 12.003, 12.001, 11.401, 10.774, 10.524, 10.592, 10.48, 10.364, 10.557, 10.276]"
read_buffer_size1,"[18.747, 18.595, 17.778, 17.308, 16.985, 16.101, 15.532, 14.983, 14.551, 14.097, 13.543, 13.303, 12.744, 12.35, 11.784, 11.291, 10.685, 10.159, 10.17, 10.295, 10.043, 9.99, 10.287]"
read_buffer_size1,"[18.946, 18.065, 17.883, 17.46, 16.656, 15.886, 15.611, 15.506, 14.551, 14.573, 13.967, 13.474, 12.573, 12.185, 11.961, 11.229, 11.022, 10.163, 10.041, 10.125, 10.161, 10.277, 9.96]"
read_buffer_size1,"[51.368, 49.754, 49.336, 47.93, 47.571, 46.553, 45.949, 44.194, 44.556, 43.343, 42.23, 41.701, 40.878, 39.799, 38.489, 37.907, 36.55, 35.572, 35.047, 35.702, 35.037, 34.842, 34.245]"
read_buffer_size1,"[50.768, 49.255, 48.834, 48.824, 46.794, 46.25, 46.24, 44.093, 43.222, 43.147, 42.09, 41.591, 40.573, 39.581, 38.663, 38.711, 36.366, 36.201, 35.794, 36.48, 35.542, 35.978, 36.292]"
read_buffer_size1,"[51.292, 49.213, 49.109, 48.916, 46.504, 46.67, 46.282, 43.855, 44.83, 43.265, 42.531, 41.51, 40.296, 39.833, 38.053, 37.417, 37.089, 35.951, 34.834, 35.583, 34.348, 34.424, 34.372]"
read_buffer_size1,"[50.908, 48.975, 48.805, 48.7, 47.815, 45.83, 46.128, 45.724, 43.953, 42.083, 43.078, 40.643, 40.329, 39.131, 38.977, 37.439, 36.5, 35.646, 35.107, 34.577, 35.604, 35.27, 35.747]"
read_buffer_size1,"[51.441, 50.99, 47.869, 47.737, 48.313, 46.438, 45.068, 44.5, 43.419, 42.131, 42.373, 41.144, 40.14, 40.267, 38.617, 38.679, 36.876, 36.395, 35.529, 36.058, 34.808, 35.539, 35.244]"
read_buffer_size1,"[102.359, 100.458, 98.478, 94.021, 94.395, 93.056, 91.441, 89.332, 87.284, 85.38, 81.846, 80.372, 79.884, 78.48, 74.773, 73.024, 71.089, 72.554, 69.911, 71.982, 71.045, 69.672, 71.767]"
read_buffer_size1,"[102.976, 97.594, 95.896, 94.533, 96.148, 93.586, 89.413, 87.908, 84.931, 83.852, 84.491, 80.553, 80.55, 78.738, 77.038, 73.442, 70.948, 71.782, 69.506, 71.157, 70.806, 71.266, 70.602]"
read_buffer_size1,"[100.257, 101.151, 96.868, 96.71, 96.223, 93.673, 90.871, 89.637, 85.179, 84.974, 83.964, 80.989, 80.187, 76.505, 74.805, 75.358, 72.058, 72.111, 73.015, 73.419, 72.6, 72.146, 72.779]"
read_buffer_size1,"[103.614, 97.767, 98.791, 98.12, 94.413, 94.175, 89.882, 86.747, 87.81, 83.625, 83.749, 81.769, 77.614, 78.221, 74.734, 75.038, 70.984, 70.722, 70.149, 70.447, 69.862, 71.013, 71.871]"
read_buffer_size1,"[103.715, 98.048, 98.26, 95.175, 93.662, 94.327, 90.72, 86.734, 86.056, 84.803, 81.49, 81.022, 78.74, 76.533, 76.865, 75.395, 70.538, 69.904, 70.865, 69.642, 70.077, 68.872, 71.645]"
